LeagueYear,league_id,weekNum,roster_id,lookupID,starter,starter_points,array_index,label
2025,1183984327853932544,3,1,118398432785393254431,8144,15.7,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,3,1,118398432785393254431,4983,12.8,6,"DJ Moore, WR (CHI)"
2025,1183984327853932544,3,1,118398432785393254431,1339,6.8,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,3,1,118398432785393254431,7611,2.6,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,3,1,118398432785393254431,5947,9.3,9,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,3,1,118398432785393254431,12185,10.0,10,"Spencer Shrader, K (IND)"
2025,1183984327853932544,3,1,118398432785393254431,CAR,18.0,11,"Carolina Panthers, DEF (CAR)"
2025,1183984327853932544,4,1,118398432785393254441,1373,9.78,1,"Geno Smith, QB (LV)"
2025,1183984327853932544,4,1,118398432785393254441,8138,22.5,2,"James Cook, RB (BUF)"
2025,1183984327853932544,4,1,118398432785393254441,4988,8.2,3,"Nick Chubb, RB (HOU)"
2025,1183984327853932544,4,1,118398432785393254441,8112,25.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,4,1,118398432785393254441,8144,9.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,4,1,118398432785393254441,4983,7.8,6,"DJ Moore, WR (CHI)"
2025,1183984327853932544,4,1,118398432785393254441,1339,5.1,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,4,1,118398432785393254441,7611,5.1,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,4,1,118398432785393254441,5947,7.0,9,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,4,1,118398432785393254441,12185,10.0,10,"Spencer Shrader, K (IND)"
2025,1183984327853932544,4,1,118398432785393254441,CAR,-3.0,11,"Carolina Panthers, DEF (CAR)"
2025,1183984327853932544,5,1,118398432785393254451,1373,5.92,1,"Geno Smith, QB (LV)"
2025,1183984327853932544,5,1,118398432785393254451,8138,4.9,2,"James Cook, RB (BUF)"
2025,1183984327853932544,5,1,118398432785393254451,4988,12.1,3,"Nick Chubb, RB (HOU)"
2025,1183984327853932544,5,1,118398432785393254451,10232,3.6,4,"Michael Wilson, WR (ARI)"
2025,1183984327853932544,5,1,118398432785393254451,8144,12.9,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,5,1,118398432785393254451,5947,7.2,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,5,1,118398432785393254451,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,5,1,118398432785393254451,7611,13.7,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,5,1,118398432785393254451,11624,11.1,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,5,1,118398432785393254451,12185,2.0,10,"Spencer Shrader, K (IND)"
2025,1183984327853932544,5,1,118398432785393254451,CLE,9.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,6,1,118398432785393254461,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,6,1,118398432785393254461,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,6,1,118398432785393254461,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,6,1,118398432785393254461,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,6,1,118398432785393254461,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,6,1,118398432785393254461,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,6,1,118398432785393254461,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,6,1,118398432785393254461,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,6,1,118398432785393254461,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,6,1,118398432785393254461,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,6,1,118398432785393254461,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,7,1,118398432785393254471,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,7,1,118398432785393254471,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,7,1,118398432785393254471,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,7,1,118398432785393254471,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,7,1,118398432785393254471,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,7,1,118398432785393254471,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,7,1,118398432785393254471,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,7,1,118398432785393254471,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,7,1,118398432785393254471,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,7,1,118398432785393254471,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,7,1,118398432785393254471,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,8,1,118398432785393254481,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,8,1,118398432785393254481,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,8,1,118398432785393254481,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,8,1,118398432785393254481,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,8,1,118398432785393254481,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,8,1,118398432785393254481,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,8,1,118398432785393254481,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,8,1,118398432785393254481,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,8,1,118398432785393254481,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,8,1,118398432785393254481,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,8,1,118398432785393254481,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,9,1,118398432785393254491,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,9,1,118398432785393254491,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,9,1,118398432785393254491,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,9,1,118398432785393254491,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,9,1,118398432785393254491,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,9,1,118398432785393254491,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,9,1,118398432785393254491,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,9,1,118398432785393254491,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,9,1,118398432785393254491,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,9,1,118398432785393254491,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,9,1,118398432785393254491,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,10,1,1183984327853932544101,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,10,1,1183984327853932544101,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,10,1,1183984327853932544101,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,10,1,1183984327853932544101,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,10,1,1183984327853932544101,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,10,1,1183984327853932544101,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,10,1,1183984327853932544101,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,10,1,1183984327853932544101,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,10,1,1183984327853932544101,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,10,1,1183984327853932544101,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,10,1,1183984327853932544101,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,11,1,1183984327853932544111,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,11,1,1183984327853932544111,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,11,1,1183984327853932544111,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,11,1,1183984327853932544111,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,11,1,1183984327853932544111,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,11,1,1183984327853932544111,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,11,1,1183984327853932544111,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,11,1,1183984327853932544111,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,11,1,1183984327853932544111,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,11,1,1183984327853932544111,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,11,1,1183984327853932544111,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,12,1,1183984327853932544121,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,12,1,1183984327853932544121,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,12,1,1183984327853932544121,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,12,1,1183984327853932544121,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,12,1,1183984327853932544121,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,12,1,1183984327853932544121,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,12,1,1183984327853932544121,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,12,1,1183984327853932544121,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,12,1,1183984327853932544121,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,12,1,1183984327853932544121,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,12,1,1183984327853932544121,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,13,1,1183984327853932544131,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,13,1,1183984327853932544131,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,13,1,1183984327853932544131,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,13,1,1183984327853932544131,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,13,1,1183984327853932544131,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,13,1,1183984327853932544131,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,13,1,1183984327853932544131,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,13,1,1183984327853932544131,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,13,1,1183984327853932544131,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,13,1,1183984327853932544131,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,13,1,1183984327853932544131,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,14,1,1183984327853932544141,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,14,1,1183984327853932544141,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,14,1,1183984327853932544141,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,14,1,1183984327853932544141,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,14,1,1183984327853932544141,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,14,1,1183984327853932544141,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,14,1,1183984327853932544141,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,14,1,1183984327853932544141,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,14,1,1183984327853932544141,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,14,1,1183984327853932544141,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,14,1,1183984327853932544141,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,15,1,1183984327853932544151,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,15,1,1183984327853932544151,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,15,1,1183984327853932544151,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,15,1,1183984327853932544151,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,15,1,1183984327853932544151,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,15,1,1183984327853932544151,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,15,1,1183984327853932544151,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,15,1,1183984327853932544151,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,15,1,1183984327853932544151,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,15,1,1183984327853932544151,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,15,1,1183984327853932544151,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,16,1,1183984327853932544161,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,16,1,1183984327853932544161,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,16,1,1183984327853932544161,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,16,1,1183984327853932544161,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,16,1,1183984327853932544161,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,16,1,1183984327853932544161,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,16,1,1183984327853932544161,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,16,1,1183984327853932544161,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,16,1,1183984327853932544161,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,16,1,1183984327853932544161,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,16,1,1183984327853932544161,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,17,1,1183984327853932544171,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,17,1,1183984327853932544171,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,17,1,1183984327853932544171,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,17,1,1183984327853932544171,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,17,1,1183984327853932544171,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,17,1,1183984327853932544171,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,17,1,1183984327853932544171,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,17,1,1183984327853932544171,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,17,1,1183984327853932544171,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,17,1,1183984327853932544171,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,17,1,1183984327853932544171,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,18,1,1183984327853932544181,11562,0.0,1,"Spencer Rattler, QB (NO)"
2025,1183984327853932544,18,1,1183984327853932544181,8138,0.0,2,"James Cook, RB (BUF)"
2025,1183984327853932544,18,1,1183984327853932544181,12529,0.0,3,"TreVeyon Henderson, RB (NE)"
2025,1183984327853932544,18,1,1183984327853932544181,8112,0.0,4,"Drake London, WR (ATL)"
2025,1183984327853932544,18,1,1183984327853932544181,8144,0.0,5,"Chris Olave, WR (NO)"
2025,1183984327853932544,18,1,1183984327853932544181,5947,0.0,6,"Jakobi Meyers, WR (LV)"
2025,1183984327853932544,18,1,1183984327853932544181,1339,0.0,7,"Zach Ertz, TE (WAS)"
2025,1183984327853932544,18,1,1183984327853932544181,7611,0.0,8,"Rhamondre Stevenson, RB (NE)"
2025,1183984327853932544,18,1,1183984327853932544181,11624,0.0,9,"Xavier Worthy, WR (KC)"
2025,1183984327853932544,18,1,1183984327853932544181,11261,0.0,10,"Andre Szmyt, K (CLE)"
2025,1183984327853932544,18,1,1183984327853932544181,CLE,0.0,11,"Cleveland Browns, DEF (CLE)"
2025,1183984327853932544,1,2,118398432785393254412,4892,22.58,1,"Baker Mayfield, QB (TB)"
2025,1183984327853932544,1,2,118398432785393254412,11584,14.5,2,"Bucky Irving, RB (TB)"
2025,1183984327853932544,1,2,118398432785393254412,8205,4.8,3,"Isiah Pacheco, RB (KC)"
2025,1183984327853932544,1,2,118398432785393254412,3321,8.0,4,"Tyreek Hill, WR (MIA)"
2025,1183984327853932544,1,2,118398432785393254412,12499,3.3,5,"Elic Ayomanor, WR (TEN)"
2025,1183984327853932544,1,2,118398432785393254412,5848,19.9,6,"Hollywood Brown, WR (KC)"
2025,1183984327853932544,1,2,118398432785393254412,12517,3.2,7,"Colston Loveland, TE (CHI)"
2025,1183984327853932544,1,2,118398432785393254412,12527,12.0,8,"Ashton Jeanty, RB (LV)"
2025,1183984327853932544,1,2,118398432785393254412,4035,13.7,9,"Alvin Kamara, RB (NO)"
2025,1183984327853932544,1,2,118398432785393254412,3451,14.0,10,"Ka'imi Fairbairn, K (HOU)"
2025,1183984327853932544,1,2,118398432785393254412,DEN,18.0,11,"Denver Broncos, DEF (DEN)"
2025,1183984327853932544,2,2,118398432785393254422,4892,18.9,1,"Baker Mayfield, QB (TB)"
2025,1183984327853932544,2,2,118398432785393254422,11584,18.1,2,"Bucky Irving, RB (TB)"
2025,1183984327853932544,2,2,118398432785393254422,8205,3.9,3,"Isiah Pacheco, RB (KC)"
2025,1183984327853932544,2,2,118398432785393254422,3321,16.9,4,"Tyreek Hill, WR (MIA)"
2025,1183984327853932544,2,2,118398432785393254422,12499,15.6,5,"Elic Ayomanor, WR (TEN)"
2025,1183984327853932544,2,2,118398432785393254422,5848,8.0,6,"Hollywood Brown, WR (KC)"
2025,1183984327853932544,2,2,118398432785393254422,4144,6.7,7,"Jonnu Smith, TE (PIT)"
2025,1183984327853932544,2,2,118398432785393254422,12527,7.4,8,"Ashton Jeanty, RB (LV)"
2025,1183984327853932544,2,2,118398432785393254422,4035,15.0,9,"Alvin Kamara, RB (NO)"
2025,1183984327853932544,2,2,118398432785393254422,3451,9.0,10,"Ka'imi Fairbairn, K (HOU)"
2025,1183984327853932544,2,2,118398432785393254422,DEN,-5.0,11,"Denver Broncos, DEF (DEN)"
2025,1183984327853932544,3,2,118398432785393254432,4892,16.72,1,"Baker Mayfield, QB (TB)"
2025,1183984327853932544,3,2,118398432785393254432,11584,13.9,2,"Bucky Irving, RB (TB)"
2025,1183984327853932544,3,2,118398432785393254432,12527,6.3,3,"Ashton Jeanty, RB (LV)"
2025,1183984327853932544,3,2,118398432785393254432,3321,15.9,4,"Tyreek Hill, WR (MIA)"
2025,1183984327853932544,3,2,118398432785393254432,12499,13.8,5,"Elic Ayomanor, WR (TEN)"
2025,1183984327853932544,3,2,118398432785393254432,5848,8.2,6,"Hollywood Brown, WR (KC)"
2025,1183984327853932544,3,2,118398432785393254432,4144,4.3,7,"Jonnu Smith, TE (PIT)"
2025,1183984327853932544,3,2,118398432785393254432,6869,0.0,8,"Adam Trautman, TE (DEN)"
2025,1183984327853932544,3,2,118398432785393254432,4035,6.6,9,"Alvin Kamara, RB (NO)"
2025,1183984327853932544,3,2,118398432785393254432,3451,3.0,10,"Ka'imi Fairbairn, K (HOU)"
2025,1183984327853932544,3,2,118398432785393254432,DEN,9.0,11,"Denver Broncos, DEF (DEN)"
2025,1183984327853932544,4,2,118398432785393254442,4892,17.86,1,"Baker Mayfield, QB (TB)"
2025,1183984327853932544,4,2,118398432785393254442,11584,24.5,2,"Bucky Irving, RB (TB)"
2025,1183984327853932544,4,2,118398432785393254442,12527,32.5,3,"Ashton Jeanty, RB (LV)"
2025,1183984327853932544,4,2,118398432785393254442,3321,12.7,4,"Tyreek Hill, WR (MIA)"
2025,1183984327853932544,4,2,118398432785393254442,12499,6.4,5,"Elic Ayomanor, WR (TEN)"
2025,1183984327853932544,4,2,118398432785393254442,5848,12.8,6,"Hollywood Brown, WR (KC)"
2025,1183984327853932544,4,2,118398432785393254442,4144,2.6,7,"Jonnu Smith, TE (PIT)"
2025,1183984327853932544,4,2,118398432785393254442,6869,5.2,8,"Adam Trautman, TE (DEN)"
2025,1183984327853932544,4,2,118398432785393254442,4035,11.2,9,"Alvin Kamara, RB (NO)"
2025,1183984327853932544,4,2,118398432785393254442,3451,9.0,10,"Ka'imi Fairbairn, K (HOU)"
2025,1183984327853932544,4,2,118398432785393254442,DEN,10.0,11,"Denver Broncos, DEF (DEN)"
2025,1183984327853932544,5,2,118398432785393254452,4892,26.66,1,"Baker Mayfield, QB (TB)"
2025,1183984327853932544,5,2,118398432785393254452,8205,8.6,2,"Isiah Pacheco, RB (KC)"
2025,1183984327853932544,5,2,118398432785393254452,12527,15.9,3,"Ashton Jeanty, RB (LV)"
2025,1183984327853932544,5,2,118398432785393254452,6149,3.1,4,"Darius Slayton, WR (NYG)"
2025,1183984327853932544,5,2,118398432785393254452,12499,3.8,5,"Elic Ayomanor, WR (TEN)"
2025,1183984327853932544,5,2,118398432785393254452,5848,8.8,6,"Hollywood Brown, WR (KC)"
2025,1183984327853932544,5,2,118398432785393254452,8210,8.8,7,"Chig Okonkwo, TE (TEN)"
2025,1183984327853932544,5,2,118398432785393254452,3269,0.0,8,"Chris Moore, WR (WAS)"
2025,1183984327853932544,5,2,118398432785393254452,4035,9.5,9,"Alvin Kamara, RB (NO)"
2025,1183984327853932544,5,2,118398432785393254452,3451,18.0,10,"Ka'imi Fairbairn, K (HOU)"
2025,1183984327853932544,5,2,118398432785393254452,DEN,7.0,11,"Denver Broncos, DEF (DEN)"
2025,1183984327853932544,6,2,118398432785393254462,4892,0.0,1,"Baker Mayfield, QB (TB)"
2025,1183984327853932544,6,2,118398432785393254462,11584,0.0,2,"Bucky Irving, RB (TB)"
2025,1183984327853932544,6,2,118398432785393254462,12527,0.0,3,"Ashton Jeanty, RB (LV)"
2025,1183984327853932544,6,2,118398432785393254462,8125,0.0,4,"Calvin Austin, WR (PIT)"
2025,1183984327853932544,6,2,118398432785393254462,12499,0.0,5,"Elic Ayomanor, WR (TEN)"
2025,1183984327853932544,6,2,118398432785393254462,5848,0.0,6,"Hollywood Brown, WR (KC)"
2025,1183984327853932544,6,2,118398432785393254462,8210,0.0,7,"Chig Okonkwo, TE (TEN)"
2025,1183984327853932544,6,2,118398432785393254462,8123,0.0,8,"Hassan Haskins, RB (LAC)"
2025,1183984327853932544,6,2,118398432785393254462,4035,0.0,9,"Alvin Kamara, RB (NO)"
2025,1183984327853932544,6,2,118398432785393254462,2020,0.0,10,"Cairo Santos, K (CHI)"
2025,1183984327853932544,6,2,118398432785393254462,DEN,0.0,11,"Denver Broncos, DEF (DEN)"
2025,1183984327853932544,7,2,118398432785393254472,4892,0.0,1,"Baker Mayfield, QB (TB)"
2025,1183984327853932544,7,2,118398432785393254472,11584,0.0,2,"Bucky Irving, RB (TB)"
2025,1183984327853932544,7,2,118398432785393254472,12527,0.0,3,"Ashton Jeanty, RB (LV)"
2025,1183984327853932544,7,2,118398432785393254472,8125,0.0,4,"Calvin Austin, WR (PIT)"
2025,1183984327853932544,7,2,118398432785393254472,12499,0.0,5,"Elic Ayomanor, WR (TEN)"
2025,1183984327853932544,7,2,118398432785393254472,5848,0.0,6,"Hollywood Brown, WR (KC)"
2025,1183984327853932544,7,2,118398432785393254472,8210,0.0,7,"Chig Okonkwo, TE (TEN)"
2025,1183984327853932544,7,2,118398432785393254472,8123,0.0,8,"Hassan Haskins, RB (LAC)"
2025,1183984327853932544,7,2,118398432785393254472,4035,0.0,9,"Alvin Kamara, RB (NO)"
2025,1183984327853932544,7,2,118398432785393254472,2020,0.0,10,"Cairo Santos, K (CHI)"
2025,1183984327853932544,7,2,118398432785393254472,DEN,0.0,11,"Denver Broncos, DEF (DEN)"
